Title,Brand,Quantity,MRP,ean_code,Unit,TLC,MLC,LLC,Images
Treat - JimJam Biscuits Britannia 3x92 g,Britannia,3x92 g,75,,pc,Snacks & Branded Foods,Biscuits & Cookies,Cream Biscuits & Wafers,"https://www.bigbasket.com/media/uploads/p/l/1200159_2-britannia-treat-jim-jam-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/1200159-2_1-britannia-treat-jim-jam-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/1200159-3_1-britannia-treat-jim-jam-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/1200159-4_1-britannia-treat-jim-jam-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/1200159-5_1-britannia-treat-jim-jam-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/1200159-6_1-britannia-treat-jim-jam-biscuits.jpg"
"JimJam Cream Biscuit - Crunchy, Ready To Eat Britannia 460 g",Britannia,460 g,100,8901063029224,g,Snacks & Branded Foods,Biscuits & Cookies,Cream Biscuits & Wafers,"https://www.bigbasket.com/media/uploads/p/l/40083747_10-britannia-jim-jam-cream-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/40083747-2_9-britannia-jim-jam-cream-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/40083747-3_8-britannia-jim-jam-cream-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/40083747-4_8-britannia-jim-jam-cream-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/40083747-5_8-britannia-jim-jam-cream-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/40083747-6_4-britannia-jim-jam-cream-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/40083747-7_4-britannia-jim-jam-cream-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/40083747-8_4-britannia-jim-jam-cream-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/40083747-9_4-britannia-jim-jam-cream-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/40083747-10_4-britannia-jim-jam-cream-biscuits.jpg"
"JimJam Cream Biscuit - Crunchy, Ready To Eat Britannia 3 x 138 g",Britannia,3 x 138 g,105,1222406,g,Snacks & Branded Foods,Biscuits & Cookies,Cream Biscuits & Wafers,"https://www.bigbasket.com/media/uploads/p/l/1222406_2-britannia-jim-jam-cream-biscuit-crunchy-ready-to-eat.jpg, https://www.bigbasket.com/media/uploads/p/l/1222406-2_1-britannia-jim-jam-cream-biscuit-crunchy-ready-to-eat.jpg, https://www.bigbasket.com/media/uploads/p/l/1222406-3_1-britannia-jim-jam-cream-biscuit-crunchy-ready-to-eat.jpg, https://www.bigbasket.com/media/uploads/p/l/1222406-4_1-britannia-jim-jam-cream-biscuit-crunchy-ready-to-eat.jpg, https://www.bigbasket.com/media/uploads/p/l/1222406-5_1-britannia-jim-jam-cream-biscuit-crunchy-ready-to-eat.jpg, https://www.bigbasket.com/media/uploads/p/l/1222406-6_1-britannia-jim-jam-cream-biscuit-crunchy-ready-to-eat.jpg, https://www.bigbasket.com/media/uploads/p/l/1222406-7_1-britannia-jim-jam-cream-biscuit-crunchy-ready-to-eat.jpg"
"Potato Chips - Original Style, Chilli Sprinkled Bingo! 21 g",Bingo!,21 g,10,8901725117542,g,Snacks & Branded Foods,Snacks & Namkeen,Chips & Corn Snacks,"https://www.bigbasket.com/media/uploads/p/l/40012929_11-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40012929-2_14-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40012929-3_14-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40012929-4_14-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40012929-5_14-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40012929-6_14-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40012929-7_4-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40012929-8_4-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40012929-9_4-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40012929-10_3-bingo-potato-chips-original-style-chilli-sprinkled.jpg"
Flat Cut Spicy Potato Chips - Original Style Chilli Sprinkled Bingo! 45 g,Bingo!,45 g,20,40100617,g,Snacks & Branded Foods,Snacks & Namkeen,Chips & Corn Snacks,"https://www.bigbasket.com/media/uploads/p/l/40100617_11-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40100617-2_13-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40100617-3_13-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40100617-4_13-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40100617-5_13-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40100617-6_13-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40100617-7_4-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40100617-8_4-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40100617-9_4-bingo-potato-chips-original-style-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40100617-10_3-bingo-potato-chips-original-style-chilli-sprinkled.jpg"
"Potato Chips - Original Style, Chilli Sprinkled Bingo! 3x21 g",Bingo!,3x21 g,30,,g,Snacks & Branded Foods,Snacks & Namkeen,Chips & Corn Snacks,"https://www.bigbasket.com/media/uploads/p/l/1211993_5-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211993-2_4-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211993-3_4-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211993-4_4-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211993-5_4-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211993-6_4-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211993-7_2-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211993-8_2-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211993-9_2-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211993-10_2-bingo-yumitos-potato-chips-original-style-chilli.jpg"
"Flat Cut Spicy Potato Chips - Original Style, Chilli Sprinkled Bingo! 90 g",Bingo!,90 g,50,8901725007508,g,Snacks & Branded Foods,Snacks & Namkeen,Chips & Corn Snacks,"https://www.bigbasket.com/media/uploads/p/l/40219148_6-bingo-original-style-potato-chips-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40219148-2_6-bingo-original-style-potato-chips-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40219148-3_6-bingo-original-style-potato-chips-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40219148-4_6-bingo-original-style-potato-chips-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40219148-5_6-bingo-original-style-potato-chips-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40219148-6_6-bingo-original-style-potato-chips-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40219148-7_6-bingo-original-style-potato-chips-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40219148-8_6-bingo-original-style-potato-chips-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40219148-9_6-bingo-original-style-potato-chips-chilli-sprinkled.jpg, https://www.bigbasket.com/media/uploads/p/l/40219148-10_5-bingo-original-style-potato-chips-chilli-sprinkled.jpg"
"Yumitos Potato Chips - Original Style, Chilli Sprinkled Bingo! 6x21 g",Bingo!,6x21 g,60,,g,Snacks & Branded Foods,Snacks & Namkeen,Chips & Corn Snacks,"https://www.bigbasket.com/media/uploads/p/l/1203975_2-bingo-yumitos-potato-chips-original-style.jpg, https://www.bigbasket.com/media/uploads/p/l/1203975-2_1-bingo-yumitos-potato-chips-original-style.jpg, https://www.bigbasket.com/media/uploads/p/l/1203975-3_1-bingo-yumitos-potato-chips-original-style.jpg, https://www.bigbasket.com/media/uploads/p/l/1203975-4_1-bingo-yumitos-potato-chips-original-style.jpg, https://www.bigbasket.com/media/uploads/p/l/1203975-5_1-bingo-yumitos-potato-chips-original-style.jpg, https://www.bigbasket.com/media/uploads/p/l/1203975-6_1-bingo-yumitos-potato-chips-original-style.jpg, https://www.bigbasket.com/media/uploads/p/l/1203975-7_1-bingo-yumitos-potato-chips-original-style.jpg, https://www.bigbasket.com/media/uploads/p/l/1203975-8_1-bingo-yumitos-potato-chips-original-style.jpg, https://www.bigbasket.com/media/uploads/p/l/1203975-9_1-bingo-yumitos-potato-chips-original-style.jpg"
"Yumitos Potato Chips - Original Style, Chilli Sprinkled Bingo! 3x45 g",Bingo!,3x45 g,60,,g,Snacks & Branded Foods,Snacks & Namkeen,Chips & Corn Snacks,"https://www.bigbasket.com/media/uploads/p/l/1211995_5-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211995-2_4-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211995-3_4-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211995-4_4-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211995-5_4-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211995-6_4-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211995-7_2-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211995-8_2-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211995-9_2-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1211995-10_2-bingo-yumitos-potato-chips-original-style-chilli.jpg"
"Yumitos Potato Chips - Original Style, Chilli Sprinkled Bingo! 12x21 g",Bingo!,12x21 g,120,,g,Snacks & Branded Foods,Snacks & Namkeen,Chips & Corn Snacks,"https://www.bigbasket.com/media/uploads/p/l/1203976_5-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1203976-2_3-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1203976-3_3-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1203976-4_3-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1203976-5_3-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1203976-6_3-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1203976-7_2-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1203976-8_2-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1203976-9_2-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1203976-10_2-bingo-yumitos-potato-chips-original-style-chilli.jpg"
"Yumitos Potato Chips - Original Style, Chilli Sprinkled Bingo! 6x45 g",Bingo!,6x45 g,120,,g,Snacks & Branded Foods,Snacks & Namkeen,Chips & Corn Snacks,"https://www.bigbasket.com/media/uploads/p/l/1204088_5-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1204088-2_4-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1204088-3_4-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1204088-4_4-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1204088-5_4-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1204088-6_4-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1204088-7_3-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1204088-8_3-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1204088-9_3-bingo-yumitos-potato-chips-original-style-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/1204088-10_3-bingo-yumitos-potato-chips-original-style-chilli.jpg"
Instant Bhel Haldiram's 44 g,Haldiram's,44 g,10,8904004409222,g,Snacks & Branded Foods,Snacks & Namkeen,Namkeen & Savoury Snacks,"https://www.bigbasket.com/media/uploads/p/l/20004456_1-haldirams-instant-bhel.jpg, https://www.bigbasket.com/media/uploads/p/l/20004456-2_1-haldirams-instant-bhel.jpg, https://www.bigbasket.com/media/uploads/p/l/20004456-3_1-haldirams-instant-bhel.jpg, https://www.bigbasket.com/media/uploads/p/l/20004456-4_1-haldirams-instant-bhel.jpg"
Dark Fantasy Choco Fills Cookie Sunfeast 75 g,Sunfeast,75 g,40,8901725018344,g,Snacks & Branded Foods,Biscuits & Cookies,Cream Biscuits & Wafers,"https://www.bigbasket.com/media/uploads/p/l/286082_16-sunfeast-dark-fantasy-choco-fills-biscuits-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/286082-2_10-sunfeast-dark-fantasy-choco-fills-biscuits-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/286082-3_10-sunfeast-dark-fantasy-choco-fills-biscuits-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/286082-4_10-sunfeast-dark-fantasy-choco-fills-biscuits-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/286082-5_10-sunfeast-dark-fantasy-choco-fills-biscuits-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/286082-6_10-sunfeast-dark-fantasy-choco-fills-biscuits-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/286082-7_9-sunfeast-dark-fantasy-choco-fills-biscuits-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/286082-8_9-sunfeast-dark-fantasy-choco-fills-biscuits-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/286082-9_7-sunfeast-dark-fantasy-choco-fills-biscuits-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/286082-10_6-sunfeast-dark-fantasy-choco-fills-biscuits-cookies.jpg"
Dark Fantasy - Choco Fills Sunfeast 3x75 g,Sunfeast,3x75 g,120,,g,Snacks & Branded Foods,Biscuits & Cookies,Cream Biscuits & Wafers,"https://www.bigbasket.com/media/uploads/p/l/1202645_7-sunfeast-dark-fantasy-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/1202645-2_5-sunfeast-dark-fantasy-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/1202645-3_5-sunfeast-dark-fantasy-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/1202645-4_5-sunfeast-dark-fantasy-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/1202645-5_5-sunfeast-dark-fantasy-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/1202645-6_5-sunfeast-dark-fantasy-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/1202645-7_4-sunfeast-dark-fantasy-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/1202645-8_4-sunfeast-dark-fantasy-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/1202645-9_3-sunfeast-dark-fantasy-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/1202645-10_3-sunfeast-dark-fantasy-choco-fills.jpg"
Dark Fantasy Choco Fills Sunfeast 300 g,Sunfeast,300 g,170,8901725015879,g,Snacks & Branded Foods,Biscuits & Cookies,Cream Biscuits & Wafers,"https://www.bigbasket.com/media/uploads/p/l/40077104_11-sunfeast-dark-fantasy-biscuits-cookies-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/40077104-2_12-sunfeast-dark-fantasy-biscuits-cookies-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/40077104-3_12-sunfeast-dark-fantasy-biscuits-cookies-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/40077104-4_12-sunfeast-dark-fantasy-biscuits-cookies-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/40077104-5_12-sunfeast-dark-fantasy-biscuits-cookies-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/40077104-6_10-sunfeast-dark-fantasy-biscuits-cookies-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/40077104-7_9-sunfeast-dark-fantasy-biscuits-cookies-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/40077104-8_8-sunfeast-dark-fantasy-biscuits-cookies-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/40077104-9_8-sunfeast-dark-fantasy-biscuits-cookies-choco-fills.jpg, https://www.bigbasket.com/media/uploads/p/l/40077104-10_7-sunfeast-dark-fantasy-biscuits-cookies-choco-fills.jpg"
Dark Fantasy Choco Fills Sunfeast 562.5 g,Sunfeast,562.5 g,340,8901725015916,g,Snacks & Branded Foods,Biscuits & Cookies,Cream Biscuits & Wafers,"https://www.bigbasket.com/media/uploads/p/l/40235654_7-sunfeast-dark-fantasy-choco-fills-cookie-original-crunchy-creamy.jpg, https://www.bigbasket.com/media/uploads/p/l/40235654-2_7-sunfeast-dark-fantasy-choco-fills-cookie-original-crunchy-creamy.jpg, https://www.bigbasket.com/media/uploads/p/l/40235654-3_7-sunfeast-dark-fantasy-choco-fills-cookie-original-crunchy-creamy.jpg, https://www.bigbasket.com/media/uploads/p/l/40235654-4_7-sunfeast-dark-fantasy-choco-fills-cookie-original-crunchy-creamy.jpg, https://www.bigbasket.com/media/uploads/p/l/40235654-5_7-sunfeast-dark-fantasy-choco-fills-cookie-original-crunchy-creamy.jpg, https://www.bigbasket.com/media/uploads/p/l/40235654-6_7-sunfeast-dark-fantasy-choco-fills-cookie-original-crunchy-creamy.jpg, https://www.bigbasket.com/media/uploads/p/l/40235654-7_7-sunfeast-dark-fantasy-choco-fills-cookie-original-crunchy-creamy.jpg, https://www.bigbasket.com/media/uploads/p/l/40235654-8_7-sunfeast-dark-fantasy-choco-fills-cookie-original-crunchy-creamy.jpg, https://www.bigbasket.com/media/uploads/p/l/40235654-9_7-sunfeast-dark-fantasy-choco-fills-cookie-original-crunchy-creamy.jpg, https://www.bigbasket.com/media/uploads/p/l/40235654-10_5-sunfeast-dark-fantasy-choco-fills-cookie-original-crunchy-creamy.jpg"
Vermicelli - Roasted Bambino 425 g,Bambino,425 g,70,897231002022,g,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Vermicelli,"https://www.bigbasket.com/media/uploads/p/l/40086008_9-bambino-vermicelli-roasted.jpg, https://www.bigbasket.com/media/uploads/p/l/40086008-2_9-bambino-vermicelli-roasted.jpg, https://www.bigbasket.com/media/uploads/p/l/40086008-3_9-bambino-vermicelli-roasted.jpg, https://www.bigbasket.com/media/uploads/p/l/40086008-4_9-bambino-vermicelli-roasted.jpg, https://www.bigbasket.com/media/uploads/p/l/40086008-5_8-bambino-vermicelli-roasted.jpg, https://www.bigbasket.com/media/uploads/p/l/40086008-6_7-bambino-vermicelli-roasted.jpg"
Monaco Biscuits PARLE 29 g,PARLE,29 g,5,8901719121418,g,Snacks & Branded Foods,Biscuits & Cookies,Salted Biscuits,"https://www.bigbasket.com/media/uploads/p/l/402823_6-parle-monaco-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/402823-2_11-parle-monaco-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/402823-3_11-parle-monaco-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/402823-4_1-parle-monaco-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/402823-5_1-parle-monaco-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/402823-6_1-parle-monaco-biscuits.jpg"
Monaco Crispy Light Salted - Snack Classic Regular PARLE 34.8 g,PARLE,34.8 g,5,20005922,g,Snacks & Branded Foods,Biscuits & Cookies,Salted Biscuits,"https://www.bigbasket.com/media/uploads/p/l/20005922_2-parle-monaco-crispy-light-salted-snack-classic-regular.jpg, https://www.bigbasket.com/media/uploads/p/l/20005922-2_2-parle-monaco-crispy-light-salted-snack-classic-regular.jpg, https://www.bigbasket.com/media/uploads/p/l/20005922-3_2-parle-monaco-crispy-light-salted-snack-classic-regular.jpg"
"Monaco Biscuit - Classic Regular, Salted Snack PARLE 52.2 g",PARLE,52.2 g,10,8901719121432,g,Snacks & Branded Foods,Biscuits & Cookies,Salted Biscuits,"https://www.bigbasket.com/media/uploads/p/l/302119_11-parle-monaco-biscuits-salted-snack.jpg, https://www.bigbasket.com/media/uploads/p/l/302119-2_10-parle-monaco-biscuits-salted-snack.jpg, https://www.bigbasket.com/media/uploads/p/l/302119-3_11-parle-monaco-biscuits-salted-snack.jpg, https://www.bigbasket.com/media/uploads/p/l/302119-4_10-parle-monaco-biscuits-salted-snack.jpg, https://www.bigbasket.com/media/uploads/p/l/302119-5_10-parle-monaco-biscuits-salted-snack.jpg, https://www.bigbasket.com/media/uploads/p/l/302119-6_9-parle-monaco-biscuits-salted-snack.jpg"
Monaco Salted Biscuits PARLE 200 g,PARLE,200 g,30,,g,Snacks & Branded Foods,Biscuits & Cookies,Salted Biscuits,"https://www.bigbasket.com/media/uploads/p/l/216877_1-parle-monaco-salted-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/216877-2_1-parle-monaco-salted-biscuits.jpg"
Monaco PARLE 200 g,PARLE,200 g,40,100114531,g,Snacks & Branded Foods,Biscuits & Cookies,Salted Biscuits,"https://www.bigbasket.com/media/uploads/p/l/100114531_5-parle-monaco.jpg, https://www.bigbasket.com/media/uploads/p/l/100114531-2_11-parle-monaco.jpg, https://www.bigbasket.com/media/uploads/p/l/100114531-3_11-parle-monaco.jpg, https://www.bigbasket.com/media/uploads/p/l/100114531-4_11-parle-monaco.jpg, https://www.bigbasket.com/media/uploads/p/l/100114531-5_11-parle-monaco.jpg, https://www.bigbasket.com/media/uploads/p/l/100114531-6_9-parle-monaco.jpg"
Monaco Classic PARLE 400 g,PARLE,400 g,80,890171912380,g,Snacks & Branded Foods,Biscuits & Cookies,Salted Biscuits,"https://www.bigbasket.com/media/uploads/p/l/40204986_3-parle-monaco-classic.jpg, https://www.bigbasket.com/media/uploads/p/l/40204986-2_2-parle-monaco-classic.jpg, https://www.bigbasket.com/media/uploads/p/l/40204986-3_2-parle-monaco-classic.jpg, https://www.bigbasket.com/media/uploads/p/l/40204986-4_2-parle-monaco-classic.jpg, https://www.bigbasket.com/media/uploads/p/l/40204986-5_2-parle-monaco-classic.jpg, https://www.bigbasket.com/media/uploads/p/l/40204986-6_2-parle-monaco-classic.jpg"
Biscuits - Monaco Salted Snack PARLE 3x200 g,PARLE,3x200 g,90,,g,Snacks & Branded Foods,Biscuits & Cookies,Salted Biscuits,https://www.bigbasket.com/media/uploads/p/l/1200146_3-parle-biscuits-monaco-salted-snack.jpg
Monaco PARLE 3x150 g,PARLE,3x150 g,120,,g,Snacks & Branded Foods,Biscuits & Cookies,Salted Biscuits,https://www.bigbasket.com/media/uploads/p/l/1203954_1-parle-monaco.jpg
Monaco PARLE 6x150 g,PARLE,6x150 g,240,,g,Snacks & Branded Foods,Biscuits & Cookies,Salted Biscuits,https://www.bigbasket.com/media/uploads/p/l/1203955_1-parle-monaco.jpg
"Idly Dosa Batter - Mildly Salted, Perfect Breakfast, Ready To Cook Asal 2 kg",Asal,2 kg,145,40185056,g,Snacks & Branded Foods,Ready To Cook & Eat,Breakfast & Snack Mixes,"https://www.bigbasket.com/media/uploads/p/l/40185056_3-asal-idly-dosa-batter-mildly-salted.jpg, https://www.bigbasket.com/media/uploads/p/l/40185056-2_3-asal-idly-dosa-batter-mildly-salted.jpg, https://www.bigbasket.com/media/uploads/p/l/40185056-3_3-asal-idly-dosa-batter-mildly-salted.jpg, https://www.bigbasket.com/media/uploads/p/l/40185056-4_3-asal-idly-dosa-batter-mildly-salted.jpg, https://www.bigbasket.com/media/uploads/p/l/40185056-5_3-asal-idly-dosa-batter-mildly-salted.jpg, https://www.bigbasket.com/media/uploads/p/l/40185056-6_1-asal-idly-dosa-batter-mildly-salted.jpg, https://www.bigbasket.com/media/uploads/p/l/40185056-7_1-asal-idly-dosa-batter-mildly-salted.jpg, https://www.bigbasket.com/media/uploads/p/l/40185056-8_1-asal-idly-dosa-batter-mildly-salted.jpg"
Tomato Chilli Sauce - Hot & Sweet MAGGI  75 g,MAGGI ,75 g,22,8901058008388,g,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Tomato Ketchup & Sauces,"https://www.bigbasket.com/media/uploads/p/l/268804_7-maggi-sauce-hot-sweet-tomato-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/268804-2_6-maggi-sauce-hot-sweet-tomato-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/268804-3_4-maggi-sauce-hot-sweet-tomato-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/268804-4_6-maggi-sauce-hot-sweet-tomato-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/268804-5_6-maggi-sauce-hot-sweet-tomato-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/268804-6_3-maggi-sauce-hot-sweet-tomato-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/268804-7_3-maggi-sauce-hot-sweet-tomato-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/268804-8_3-maggi-sauce-hot-sweet-tomato-chilli.jpg, https://www.bigbasket.com/media/uploads/p/l/268804-9_3-maggi-sauce-hot-sweet-tomato-chilli.jpg"
