Title,Brand,Quantity,MRP,ean_code,Unit,TLC,MLC,LLC,Images
Good Day Cashew Cookies Britannia 3x100 g,Britannia,3x100 g,60,,g,Snacks & Branded Foods,Biscuits & Cookies,Cookies,"https://www.bigbasket.com/media/uploads/p/l/1203948_4-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/1203948-2_1-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/1203948-3_1-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/1203948-4_1-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/1203948-5_1-britannia-good-day-cashew-cookies.jpg"
Good Day Cashew Cookies Britannia 250 g,Britannia,250 g,60,8901063093294,g,Snacks & Branded Foods,Biscuits & Cookies,Cookies,"https://www.bigbasket.com/media/uploads/p/l/40023489_8-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40023489-2_9-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40023489-3_9-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40023489-4_9-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40023489-5_9-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40023489-6_2-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40023489-7_2-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40023489-8_2-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40023489-9_2-britannia-good-day-cashew-cookies.jpg"
Good Day Cashew Cookies Britannia 6x100 g,Britannia,6x100 g,120,,g,Snacks & Branded Foods,Biscuits & Cookies,Cookies,"https://www.bigbasket.com/media/uploads/p/l/1203949_7-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/1203949-2_2-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/1203949-3_2-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/1203949-4_2-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/1203949-5_2-britannia-good-day-cashew-cookies.jpg"
"Good Day Cashew Cookies,(Pack of 5) Britannia 600 g",Britannia,600 g,135,40083744,g,Snacks & Branded Foods,Biscuits & Cookies,Cookies,"https://www.bigbasket.com/media/uploads/p/l/40083744_13-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40083744-2_15-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40083744-3_14-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40083744-4_14-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40083744-5_15-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40083744-6_10-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40083744-7_4-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40083744-8_4-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40083744-9_4-britannia-good-day-cashew-cookies.jpg, https://www.bigbasket.com/media/uploads/p/l/40083744-10_1-britannia-good-day-cashew-cookies.jpg"
Muesli Fruit Nut & Seeds - 12 In 1 Power Breakfast Kellogg's 240 g,Kellogg's,240 g,165,89014999011176,g,Snacks & Branded Foods,Breakfast Cereals,Muesli,"https://www.bigbasket.com/media/uploads/p/l/40189242_7-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189242-2_7-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189242-3_7-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189242-4_7-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189242-5_7-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189242-6_6-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189242-7_6-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189242-8_6-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189242-9_6-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189242-10_2-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg"
Muesli Fruit Nut & Seeds - 12 In 1 Power Breakfast Kellogg's 500 g,Kellogg's,500 g,360,8901499010452,g,Snacks & Branded Foods,Breakfast Cereals,Muesli,"https://www.bigbasket.com/media/uploads/p/l/40189243_8-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189243-2_8-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189243-3_6-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189243-4_6-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189243-5_7-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189243-6_6-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189243-7_6-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189243-8_6-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189243-9_6-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg, https://www.bigbasket.com/media/uploads/p/l/40189243-10_2-kelloggs-muesli-breakfast-cereal-with-multigrain-21-fruit-nut-seeds.jpg"
"nutri choice Digestive High Fibre Biscuits - Made From Whole Wheat & Bran, Healthy Snack Britannia 100 g",Britannia,100 g,20,8901063142428,g,Snacks & Branded Foods,Biscuits & Cookies,"Marie, Health, Digestive","https://www.bigbasket.com/media/uploads/p/l/100012345_15-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/100012345-2_9-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/100012345-3_9-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/100012345-4_9-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/100012345-5_8-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/100012345-6_5-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/100012345-7_4-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/100012345-8_4-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/100012345-9_4-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/100012345-10_1-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg"
nutri choice Digestive High Fibre Biscuits Britannia 2x100 g,Britannia,2x100 g,40,,g,Snacks & Branded Foods,Biscuits & Cookies,"Marie, Health, Digestive","https://www.bigbasket.com/media/uploads/p/l/1201304_2-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/1201304-2_1-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/1201304-3_1-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/1201304-4_1-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/1201304-5_1-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/1201304-6_1-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg"
Nutri Choice Digestive High Fibre Biscuits Britannia 250 g,Britannia,250 g,65,8901063142626,g,Snacks & Branded Foods,Biscuits & Cookies,"Marie, Health, Digestive","https://www.bigbasket.com/media/uploads/p/l/263597_14-britannia-nutrichoice-digestive-high-fibre-biscuits-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/263597-2_10-britannia-nutrichoice-digestive-high-fibre-biscuits-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/263597-3_10-britannia-nutrichoice-digestive-high-fibre-biscuits-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/263597-4_10-britannia-nutrichoice-digestive-high-fibre-biscuits-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/263597-5_9-britannia-nutrichoice-digestive-high-fibre-biscuits-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/263597-6_2-britannia-nutrichoice-digestive-high-fibre-biscuits-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/263597-7_2-britannia-nutrichoice-digestive-high-fibre-biscuits-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/263597-8_2-britannia-nutrichoice-digestive-high-fibre-biscuits-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/263597-9_2-britannia-nutrichoice-digestive-high-fibre-biscuits-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/263597-10_2-britannia-nutrichoice-digestive-high-fibre-biscuits-family-pack.jpg"
nutri choice Digestive High Fibre Biscuits Britannia 4x 100 g,Britannia,4x 100 g,80,,g,Snacks & Branded Foods,Biscuits & Cookies,"Marie, Health, Digestive","https://www.bigbasket.com/media/uploads/p/l/1206706_2-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/1206706-2_1-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/1206706-3_1-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/1206706-4_1-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/1206706-5_1-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/1206706-6_1-britannia-nutrichoice-digestive-high-fibre-biscuits.jpg"
"nutri choice Digestive High Fibre Biscuits - Made From Whole Wheat & Bran, Healthy Snack Britannia 500 g",Britannia,500 g,125,40212741,g,Snacks & Branded Foods,Biscuits & Cookies,"Marie, Health, Digestive","https://www.bigbasket.com/media/uploads/p/l/40212741_3-britannia-nutrichoice-high-fibre-digestive-biscuits-family-choice-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40212741-2_3-britannia-nutrichoice-high-fibre-digestive-biscuits-family-choice-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40212741-3_3-britannia-nutrichoice-high-fibre-digestive-biscuits-family-choice-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40212741-4_3-britannia-nutrichoice-high-fibre-digestive-biscuits-family-choice-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40212741-5_3-britannia-nutrichoice-high-fibre-digestive-biscuits-family-choice-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40212741-6_3-britannia-nutrichoice-high-fibre-digestive-biscuits-family-choice-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40212741-7_1-britannia-nutrichoice-high-fibre-digestive-biscuits-family-choice-pack.jpg"
nutri choice Digestive High Fibre Biscuits Britannia 2x 250 g,Britannia,2x 250 g,130,,g,Snacks & Branded Foods,Biscuits & Cookies,"Marie, Health, Digestive","https://www.bigbasket.com/media/uploads/p/l/1201305_2-britannia-nutrichoice-digestive-high-fibre-biscuits-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/1201305-2_1-britannia-nutrichoice-digestive-high-fibre-biscuits-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/1201305-3_1-britannia-nutrichoice-digestive-high-fibre-biscuits-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/1201305-4_1-britannia-nutrichoice-digestive-high-fibre-biscuits-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/1201305-5_1-britannia-nutrichoice-digestive-high-fibre-biscuits-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/1201305-6_1-britannia-nutrichoice-digestive-high-fibre-biscuits-family-pack.jpg"
Original Gluco Biscuits - Gives Strength & Energy PARLE 100 g,PARLE,100 g,10,8901717128462,g,Snacks & Branded Foods,Biscuits & Cookies,Glucose & Milk Biscuits,"https://www.bigbasket.com/media/uploads/p/l/302110_6-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/302110-2_6-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/302110-3_6-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/302110-4_1-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/302110-5_1-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/302110-6_1-parle-gluco-biscuits-parle-g.jpg"
premium-original-glucose-biscuits PARLE 28 g,PARLE,28 g,3,8901719129612,g,Snacks & Branded Foods,Biscuits & Cookies,Glucose & Milk Biscuits,"https://www.bigbasket.com/media/uploads/p/l/104065_1-parle-parle-g-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/104065-2_1-parle-parle-g-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/104065-3_1-parle-parle-g-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/104065-4_1-parle-parle-g-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/104065-5_1-parle-parle-g-biscuits.jpg, https://www.bigbasket.com/media/uploads/p/l/104065-6_1-parle-parle-g-biscuits.jpg"
Gluco Biscuits - Parle-G PARLE 50 g,PARLE,50 g,5,40019272,g,Snacks & Branded Foods,Biscuits & Cookies,Glucose & Milk Biscuits,"https://www.bigbasket.com/media/uploads/p/l/40019272_3-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/40019272-2_3-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/40019272-3_3-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/40019272-4_3-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/40019272-5_3-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/40019272-6_3-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/40019272-7_1-parle-gluco-biscuits-parle-g.jpg"
premium-original-glucose-biscuits PARLE 3X28 g,PARLE,3X28 g,9,1227200,g,Snacks & Branded Foods,Biscuits & Cookies,Glucose & Milk Biscuits,https://www.bigbasket.com/media/uploads/p/l/1227200_1-parle-premium-original-glucose-biscuits.jpg
Gluco Biscuits - Parle-G PARLE 3X50 g,PARLE,3X50 g,15,1227026,g,Snacks & Branded Foods,Biscuits & Cookies,Glucose & Milk Biscuits,https://www.bigbasket.com/media/uploads/p/l/1227026_1-parle-gluco-biscuits-parle-g.jpg
"G - Glucose Biscuits, Energy, Nutrition & Taste PARLE 250 g",PARLE,250 g,25,20004286,g,Snacks & Branded Foods,Biscuits & Cookies,Glucose & Milk Biscuits,"https://www.bigbasket.com/media/uploads/p/l/20004286_8-parle-glucos-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/20004286-2_8-parle-glucos-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/20004286-3_8-parle-glucos-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/20004286-4_8-parle-glucos-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/20004286-5_1-parle-glucos-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/20004286-6_1-parle-glucos-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/20004286-7_1-parle-glucos-biscuits-parle-g.jpg"
Original Gluco Biscuits - Gives Strength & Energy PARLE 3X100 g,PARLE,3X100 g,30,1227020,g,Snacks & Branded Foods,Biscuits & Cookies,Glucose & Milk Biscuits,https://www.bigbasket.com/media/uploads/p/l/1227020_1-parle-original-gluco-biscuits-gives-strength-energy.jpg
Gluco Biscuits - Parle-G PARLE 6x130 g,PARLE,6x130 g,60,,g,Snacks & Branded Foods,Biscuits & Cookies,Glucose & Milk Biscuits,"https://www.bigbasket.com/media/uploads/p/l/1203912_3-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/1203912-2_1-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/1203912-3_1-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/1203912-4_1-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/1203912-5_1-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/1203912-6_1-parle-gluco-biscuits-parle-g.jpg"
Gluco Biscuits - Parle-G PARLE 12x130 g,PARLE,12x130 g,120,,g,Snacks & Branded Foods,Biscuits & Cookies,Glucose & Milk Biscuits,"https://www.bigbasket.com/media/uploads/p/l/1203913_3-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/1203913-2_1-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/1203913-3_1-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/1203913-4_1-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/1203913-5_1-parle-gluco-biscuits-parle-g.jpg, https://www.bigbasket.com/media/uploads/p/l/1203913-6_1-parle-gluco-biscuits-parle-g.jpg"
Ferrero Hazelnut Spread with Cocoa Nutella 180 g,Nutella,180 g,220,80177425,g,Gourmet & World Food,"Sauces, Spreads & Dips","Jams, Marmalade, Spreads","https://www.bigbasket.com/media/uploads/p/l/40196059_3-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40196059-2_3-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40196059-3_3-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40196059-4_3-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40196059-5_3-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40196059-6_2-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40196059-7_2-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40196059-8_2-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40196059-9_2-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40196059-10_2-nutella-hazelnut-spread-with-cocoa.jpg"
Ferrero Hazelnut Spread with Cocoa Nutella 290 g,Nutella,290 g,339,80050022615,g,Gourmet & World Food,"Sauces, Spreads & Dips","Chocolate, Peanut Spread","https://www.bigbasket.com/media/uploads/p/l/222010_5-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/222010-2_3-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/222010-3_3-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/222010-4_3-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/222010-5_1-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/222010-6_1-nutella-hazelnut-spread-with-cocoa.jpg"
Hazelnut Spread With Cocoa Nutella 350 g,Nutella,350 g,380,40195373,g,Gourmet & World Food,"Sauces, Spreads & Dips","Jams, Marmalade, Spreads","https://www.bigbasket.com/media/uploads/p/l/40195373_1-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40195373-2_1-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40195373-3_1-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40195373-4_1-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40195373-5_1-nutella-hazelnut-spread-with-cocoa.jpg"
Ferrero Hazelnut Spread with Cocoa Nutella 350 g,Nutella,350 g,399,80846123,g,Gourmet & World Food,"Sauces, Spreads & Dips","Chocolate, Peanut Spread","https://www.bigbasket.com/media/uploads/p/l/40094923_12-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40094923-2_8-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40094923-3_8-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40094923-4_8-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40094923-5_4-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40094923-6_4-nutella-hazelnut-spread-with-cocoa.jpg"
Ferrero Hazelnut Spread with Cocoa Nutella 750 g,Nutella,750 g,799,80941316,g,Gourmet & World Food,"Sauces, Spreads & Dips","Chocolate, Peanut Spread","https://www.bigbasket.com/media/uploads/p/l/40102776_6-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40102776-2_4-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40102776-3_4-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40102776-4_4-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40102776-5_3-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40102776-6_4-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40102776-7_2-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40102776-8_2-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40102776-9_2-nutella-hazelnut-spread-with-cocoa.jpg, https://www.bigbasket.com/media/uploads/p/l/40102776-10_2-nutella-hazelnut-spread-with-cocoa.jpg"
Hazelnut Spread with Cocoa Nutella 6x350 g,Nutella,6x350 g,2394,1217116,g,Gourmet & World Food,"Sauces, Spreads & Dips","Chocolate, Peanut Spread",https://www.bigbasket.com/media/uploads/p/l/1217116_1-nutella-hazelnut-spread-with-cocoa.jpg
Ferrero Hazelnut Spread with Cocoa Nutella 3x750 g,Nutella,3x750 g,2397,1217110,g,Gourmet & World Food,"Sauces, Spreads & Dips","Chocolate, Peanut Spread",https://www.bigbasket.com/media/uploads/p/l/1217110_1-nutella-hazelnut-spread-with-cocoa.jpg
Ferrero Hazelnut Spread with Cocoa Nutella 6x750 g,Nutella,6x750 g,4794,1217111,g,Gourmet & World Food,"Sauces, Spreads & Dips","Chocolate, Peanut Spread",https://www.bigbasket.com/media/uploads/p/l/1217111_1-nutella-hazelnut-spread-with-cocoa.jpg
Potato Chips - American Style Cream & Onion Lay's 12 g,Lay's,12 g,5,8901491502030,g,Snacks & Branded Foods,Snacks & Namkeen,Chips & Corn Snacks,"https://www.bigbasket.com/media/uploads/p/l/40127986_3-lays-chips-american-style-cream-onion.jpg, https://www.bigbasket.com/media/uploads/p/l/40127986-2_3-lays-chips-american-style-cream-onion.jpg, https://www.bigbasket.com/media/uploads/p/l/40127986-3_3-lays-chips-american-style-cream-onion.jpg, https://www.bigbasket.com/media/uploads/p/l/40127986-4_3-lays-chips-american-style-cream-onion.jpg, https://www.bigbasket.com/media/uploads/p/l/40127986-5_3-lays-chips-american-style-cream-onion.jpg, https://www.bigbasket.com/media/uploads/p/l/40127986-6_2-lays-chips-american-style-cream-onion.jpg, https://www.bigbasket.com/media/uploads/p/l/40127986-7_1-lays-chips-american-style-cream-onion.jpg"
Potato Chips - American Style Cream & Onion Flavour Lay's 24 g,Lay's,24 g,10,8901491003322,g,Snacks & Branded Foods,Snacks & Namkeen,Chips & Corn Snacks,"https://www.bigbasket.com/media/uploads/p/l/294297_22-lays-potato-chips-calm-cream-onion-flavour.jpg, https://www.bigbasket.com/media/uploads/p/l/294297-2_16-lays-potato-chips-calm-cream-onion-flavour.jpg, https://www.bigbasket.com/media/uploads/p/l/294297-3_15-lays-potato-chips-calm-cream-onion-flavour.jpg, https://www.bigbasket.com/media/uploads/p/l/294297-4_15-lays-potato-chips-calm-cream-onion-flavour.jpg, https://www.bigbasket.com/media/uploads/p/l/294297-5_15-lays-potato-chips-calm-cream-onion-flavour.jpg, https://www.bigbasket.com/media/uploads/p/l/294297-6_7-lays-potato-chips-calm-cream-onion-flavour.jpg, https://www.bigbasket.com/media/uploads/p/l/294297-7_4-lays-potato-chips-calm-cream-onion-flavour.jpg"
Potato Chips - American Style Cream & Onion Flavour Lay's 50 g,Lay's,50 g,20,102745,g,Snacks & Branded Foods,Snacks & Namkeen,Chips & Corn Snacks,"https://www.bigbasket.com/media/uploads/p/l/102745_14-lays-potato-chips-american-style-cream-onion-flavour.jpg, https://www.bigbasket.com/media/uploads/p/l/102745-2_11-lays-potato-chips-american-style-cream-onion-flavour.jpg, https://www.bigbasket.com/media/uploads/p/l/102745-3_13-lays-potato-chips-american-style-cream-onion-flavour.jpg, https://www.bigbasket.com/media/uploads/p/l/102745-4_13-lays-potato-chips-american-style-cream-onion-flavour.jpg, https://www.bigbasket.com/media/uploads/p/l/102745-5_13-lays-potato-chips-american-style-cream-onion-flavour.jpg, https://www.bigbasket.com/media/uploads/p/l/102745-6_6-lays-potato-chips-american-style-cream-onion-flavour.jpg, https://www.bigbasket.com/media/uploads/p/l/102745-7_5-lays-potato-chips-american-style-cream-onion-flavour.jpg, https://www.bigbasket.com/media/uploads/p/l/102745-8_5-lays-potato-chips-american-style-cream-onion-flavour.jpg, https://www.bigbasket.com/media/uploads/p/l/102745-9_2-lays-potato-chips-american-style-cream-onion-flavour.jpg"
